,Unnamed: 0,Nursing Home Name,State,County,Connected_to,Strength,Connected_county,Connected_state
857,857,The North Shore Estates,MN,St Louis ,Benedictine Health Center,1,MN,St Louis 
858,858,Mala Strana Care and Rehabilitation Center,MN,Scott ,Oaklawn Care and Rehabilitation Center,2,MN,Blue Earth 
859,859,Mala Strana Care and Rehabilitation Center,MN,Scott ,Central Health Care,1,MN,Le Sueur 
860,860,Mala Strana Care and Rehabilitation Center,MN,Scott ,Laurels Peak Care and Rehabilitation Center,1,MN,Blue Earth 
861,861,Mala Strana Care and Rehabilitation Center,MN,Scott ,The Gardens at Cannon Falls,1,MN,Goodhue 
862,862,Mala Strana Care and Rehabilitation Center,MN,Scott ,Hillcrest Care and Rehabilitation Center,1,MN,Blue Earth 
863,863,Crest View Lutheran Home,MN,Anoka ,North Ridge Health and Rehab,1,MN,Hennepin 
864,864,Crest View Lutheran Home,MN,Anoka ,New Brighton A Villa Center,1,MN,Ramsey 
865,865,Crest View Lutheran Home,MN,Anoka ,Bywood East Health Care,1,MN,Hennepin 
866,866,Crest View Lutheran Home,MN,Anoka ,Saint Therese at Oxbow Lake,1,MN,Hennepin 
867,867,Crest View Lutheran Home,MN,Anoka ,Lyngblomsten Care Center,1,MN,Ramsey 
868,868,Jourdain Perpich Ext Care Fac,MN,Beltrami ,Neilson Place,2,MN,Beltrami 
869,869,Jourdain Perpich Ext Care Fac,MN,Beltrami ,Havenwood Care Center,1,MN,Beltrami 
870,870,Jourdain Perpich Ext Care Fac,MN,Beltrami ,Pelican Valley Health Center,1,MN,Otter Tail 
871,871,Jourdain Perpich Ext Care Fac,MN,Beltrami ,Mahnomen Health Center,1,MN,Mahnomen 
873,873,Mount Olivet Careview Home,MN,Hennepin ,Walker Methodist Health Center,2,MN,Hennepin 
874,874,Mount Olivet Careview Home,MN,Hennepin ,Richfield A Villa Center,1,MN,Hennepin 
875,875,Mount Olivet Careview Home,MN,Hennepin ,Redeemer Residence,1,MN,Hennepin 
876,876,Mount Olivet Careview Home,MN,Hennepin ,Harmony River Living Center,1,MN,McLeod 
877,877,Mount Olivet Careview Home,MN,Hennepin ,Edenbrook Of Edina,1,MN,Hennepin 
878,878,Knute Nelson,MN,Douglas ,Bethany On The Lake,2,MN,Douglas 
879,879,Knute Nelson,MN,Douglas ,Perham Living,1,MN,Otter Tail 
880,880,Knute Nelson,MN,Douglas ,St Benedicts Senior Community,1,MN,Stearns 
881,881,Knute Nelson,MN,Douglas ,Glenwood Village Care Center,1,MN,Pope 
882,882,Knute Nelson,MN,Douglas ,Evansville Care Center,1,MN,Douglas 
883,883,The Emeralds at St Paul,MN,Ramsey ,The Estates at Roseville,2,MN,Ramsey 
884,884,The Emeralds at St Paul,MN,Ramsey ,The Estates at Excelsior,2,MN,Hennepin 
885,885,The Emeralds at St Paul,MN,Ramsey ,The Estates at Linden,1,MN,Washington 
886,886,The Emeralds at St Paul,MN,Ramsey ,Edenbrook Of Edina,1,MN,Hennepin 
887,887,The Emeralds at St Paul,MN,Ramsey ,The Estates at Bloomington,1,MN,Hennepin 
888,888,St Crispin Living Community,MN,Goodhue ,Park View Care Center,1,MN,Wright 
889,889,St Crispin Living Community,MN,Goodhue ,Minnesota Masonic Home Care Center,1,MN,Hennepin 
890,890,St Crispin Living Community,MN,Goodhue ,Augustana Hcc Of Apple Valley,1,MN,Dakota 
891,891,St Crispin Living Community,MN,Goodhue ,Good Shepherd Lutheran Home,1,MN,Benton 
892,892,St Crispin Living Community,MN,Goodhue ,Brookview A Villa Center,1,MN,Hennepin 
894,894,Riverview Hospital and Nursing Home,MN,Polk ,Lifecare Roseau Manor,1,MN,Roseau 
895,895,Riverview Hospital and Nursing Home,MN,Polk ,Villa St Vincent,1,MN,Polk 
898,898,Good Samaritan Society - Specialty Care Community,MN,Hennepin ,Good Samaritan Society - Stillwater,1,MN,Washington 
899,899,Good Samaritan Society - Specialty Care Community,MN,Hennepin ,The Villa at Osseo,1,MN,Hennepin 
900,900,Good Samaritan Society - Specialty Care Community,MN,Hennepin ,Centennial Gardens for Nursing and Rehabilitation,1,MN,Hennepin 
901,901,Good Samaritan Society - Specialty Care Community,MN,Hennepin ,Park Health A Villa Center,1,MN,Hennepin 
902,902,Good Samaritan Society - Specialty Care Community,MN,Hennepin ,Good Samaritan Society - Inver Grove Heights,1,MN,Dakota 
903,903,The Estates at Bloomington,MN,Hennepin ,Richfield A Villa Center,1,MN,Hennepin 
904,904,The Estates at Bloomington,MN,Hennepin ,Augustana Hcc Of Apple Valley,1,MN,Dakota 
905,905,The Estates at Bloomington,MN,Hennepin ,The Estates at Roseville,1,MN,Ramsey 
906,906,The Estates at Bloomington,MN,Hennepin ,The Estates at St Louis Park,1,MN,Hennepin 
907,907,The Estates at Bloomington,MN,Hennepin ,The Emeralds at St Paul,1,MN,Ramsey 
908,908,Ebenezer Ridges Geriatric Care Center,MN,Dakota ,St Benedicts Senior Community,1,MN,Stearns 
909,909,Ebenezer Ridges Geriatric Care Center,MN,Dakota ,Ebenezer Care Center,1,MN,Hennepin 
910,910,Ebenezer Ridges Geriatric Care Center,MN,Dakota ,Mn Veterans Home Minneapolis,1,MN,Hennepin 
911,911,Ebenezer Ridges Geriatric Care Center,MN,Dakota ,Martin Luther Care Center,1,MN,Hennepin 
912,912,Ebenezer Ridges Geriatric Care Center,MN,Dakota ,St Anthony Health and Rehabilitation,1,MN,Ramsey 
913,913,Centracare Health System - Long Prairie,MN,Todd ,Centracare Health System - Melrose Pine Villa C C,2,MN,Stearns 
914,914,Centracare Health System - Long Prairie,MN,Todd ,Centracare Health Paynesville Koronis Manor Cc,2,MN,Stearns 
915,915,Centracare Health System - Long Prairie,MN,Todd ,Centracare Health System-Sauk Centre Nursing Home,1,MN,Stearns 
916,916,Centracare Health System - Long Prairie,MN,Todd ,Little Falls Care Center,1,MN,Morrison 
917,917,Centracare Health System - Long Prairie,MN,Todd ,Pierz Villa,1,MN,Morrison 
918,918,Madonna Towers Of Rochester,MN,Olmsted ,Rochester Health Services West,1,MN,Olmsted 
919,919,Madonna Towers Of Rochester,MN,Olmsted ,Kenyon Sunset Home,1,MN,Goodhue 
920,920,Madonna Towers Of Rochester,MN,Olmsted ,Rochester Rehabilitation and Living Center,1,MN,Olmsted 
921,921,Madonna Towers Of Rochester,MN,Olmsted ,Charter House,1,MN,Olmsted 
922,922,Madonna Towers Of Rochester,MN,Olmsted ,Pine Haven Care Center,1,MN,Goodhue 
923,923,North Ridge Health and Rehab,MN,Hennepin ,Saint Therese at Oxbow Lake,1,MN,Hennepin 
924,924,North Ridge Health and Rehab,MN,Hennepin ,Crest View Lutheran Home,1,MN,Anoka 
925,925,North Ridge Health and Rehab,MN,Hennepin ,Folkestone,1,MN,Hennepin 
926,926,North Ridge Health and Rehab,MN,Hennepin ,Walker Methodist Westwood Ridge Ii,1,MN,Dakota 
927,927,The Gardens at Foley,MN,Benton ,Elim Home - Milaca,1,MN,Mille Lacs 
928,928,The Gardens at Foley,MN,Benton ,Good Shepherd Lutheran Home,1,MN,Benton 
929,929,The Gardens at Foley,MN,Benton ,Elim Home,1,MN,Mille Lacs 
931,931,Benedictine Care Community,MN,Norman ,Villa St Vincent,2,MN,Polk 
932,932,Benedictine Care Community,MN,Norman ,Essentia Health Fosston,1,MN,Polk 
933,933,Benedictine Care Community,MN,Norman ,Halstad Living Center,1,MN,Norman 
934,934,Oak Hills Living Center,MN,Brown ,Central Health Care,1,MN,Le Sueur 
935,935,Oak Hills Living Center,MN,Brown ,Divine Providence Community Home,1,MN,Brown 
936,936,Oak Hills Living Center,MN,Brown ,St John Lutheran Home,1,MN,Brown 
937,937,Oak Hills Living Center,MN,Brown ,Sleepy Eye Care Center,1,MN,Brown 
938,938,Rose Of Sharon A Villa Center,MN,Ramsey ,New Brighton A Villa Center,3,MN,Ramsey 
939,939,Rose Of Sharon A Villa Center,MN,Ramsey ,Texas Terrace A Villa Center,2,MN,Hennepin 
940,940,Rose Of Sharon A Villa Center,MN,Ramsey ,Park Health A Villa Center,2,MN,Hennepin 
941,941,Rose Of Sharon A Villa Center,MN,Ramsey ,The Villa at Osseo,1,MN,Hennepin 
942,942,Castle Ridge Care Center,MN,Hennepin ,Minnesota Masonic Home Care Center,2,MN,Hennepin 
943,943,Castle Ridge Care Center,MN,Hennepin ,Richfield A Villa Center,1,MN,Hennepin 
944,944,Castle Ridge Care Center,MN,Hennepin ,Covenant Living Of Golden Valley Care and Rehab Ctr,1,MN,Hennepin 
945,945,Castle Ridge Care Center,MN,Hennepin ,Sholom Home West,1,MN,Hennepin 
946,946,Divine Providence Community Home,MN,Brown ,Sleepy Eye Care Center,2,MN,Brown 
947,947,Divine Providence Community Home,MN,Brown ,Central Health Care,1,MN,Le Sueur 
948,948,Divine Providence Community Home,MN,Brown ,Oak Hills Living Center,1,MN,Brown 
949,949,Divine Providence Community Home,MN,Brown ,St John Lutheran Home,1,MN,Brown 
951,951,St Marks Living,MN,Mower ,Ostrander Care and Rehab,1,MN,Fillmore 
952,952,St Marks Living,MN,Mower ,Good Samaritan Society - Comforcare,1,MN,Mower 
953,953,St Marks Living,MN,Mower ,Thorne Crest Retirement Center,1,MN,Freeborn 
954,954,Bywood East Health Care,MN,Hennepin ,Hopkins Health Services,1,MN,Hennepin 
955,955,Bywood East Health Care,MN,Hennepin ,Camilia Rose Care Center,1,MN,Anoka 
956,956,Bywood East Health Care,MN,Hennepin ,Crest View Lutheran Home,1,MN,Anoka 
957,957,Bywood East Health Care,MN,Hennepin ,Bethany Residence and Rehabilitation Center,1,MN,Hennepin 
958,958,St John Lutheran Home,MN,Brown ,Sleepy Eye Care Center,2,MN,Brown 
959,959,St John Lutheran Home,MN,Brown ,Central Health Care,1,MN,Le Sueur 
960,960,St John Lutheran Home,MN,Brown ,Oak Hills Living Center,1,MN,Brown 
961,961,St John Lutheran Home,MN,Brown ,Divine Providence Community Home,1,MN,Brown 
962,962,Avera Morningside Heights Care Center,MN,Lyon ,Avera Sunrise Manor,2,MN,Lincoln 
963,963,Avera Morningside Heights Care Center,MN,Lyon ,Victory Health and Rehabilitation Center,1,MN,Hennepin 
964,964,Avera Morningside Heights Care Center,MN,Lyon ,Sylvan Court,1,MN,Yellow Medicine 
965,965,La Crescent Health Services,MN,Houston ,Rochester Health Services West,1,MN,Olmsted 
966,966,La Crescent Health Services,MN,Houston ,Pleasant Manor,1,MN,Rice 
967,967,La Crescent Health Services,MN,Houston ,Woodbury Health Care Center,1,MN,Washington 
969,969,Covenant Living Of Golden Valley Care and Rehab Ctr,MN,Hennepin ,Sholom Home West,2,MN,Hennepin 
970,970,Covenant Living Of Golden Valley Care and Rehab Ctr,MN,Hennepin ,Castle Ridge Care Center,1,MN,Hennepin 
971,971,Covenant Living Of Golden Valley Care and Rehab Ctr,MN,Hennepin ,Gables Of Boutwells Landing,1,MN,Washington 
972,972,Covenant Living Of Golden Valley Care and Rehab Ctr,MN,Hennepin ,Augustana Health Care Center Of Minneapolis,1,MN,Hennepin 
973,973,Moorhead Rehabilitation and Healthcare Center,MN,Clay ,Meadow Lane Rehabilitation and Healthcare Ctr,1,MN,Swift 
974,974,Moorhead Rehabilitation and Healthcare Center,MN,Clay ,Eventide Lutheran Home,1,MN,Clay 
977,977,Auburn Home In Waconia,MN,Carver ,Auburn Manor,2,MN,Carver 
978,978,Auburn Home In Waconia,MN,Carver ,Redeemer Residence,1,MN,Hennepin 
979,979,Auburn Home In Waconia,MN,Carver ,Elim Home,1,MN,Mille Lacs 
980,980,Auburn Home In Waconia,MN,Carver ,Northfield Care Center,1,MN,Rice 
981,981,Annandale Care Center,MN,Wright ,Good Shepherd Lutheran Home,1,MN,Benton 
982,982,Annandale Care Center,MN,Wright ,The Villa at Osseo,1,MN,Hennepin 
983,983,Annandale Care Center,MN,Wright ,Maranatha Care Center,1,MN,Hennepin 
984,984,Annandale Care Center,MN,Wright ,St Therese Home,1,MN,Hennepin 
985,985,Auburn Manor,MN,Carver ,Auburn Home In Waconia,2,MN,Carver 
986,986,Auburn Manor,MN,Carver ,Redeemer Residence,1,MN,Hennepin 
987,987,Auburn Manor,MN,Carver ,Elim Home,1,MN,Mille Lacs 
988,988,Auburn Manor,MN,Carver ,Northfield Care Center,1,MN,Rice 
989,989,Eventide Lutheran Home,MN,Clay ,Moorhead Rehabilitation and Healthcare Center,1,MN,Clay 
993,993,Talahi Nursing and Rehab Center,MN,Sherburne ,Sterling Park Health Care Center,1,MN,Stearns 
994,994,The Emeralds at Grand Rapids,MN,Itasca ,The North Shore Estates,1,MN,St Louis 
995,995,The Emeralds at Grand Rapids,MN,Itasca ,Essentia Health - Homestead,1,MN,Itasca 
996,996,The Emeralds at Grand Rapids,MN,Itasca ,Essentia Health Fosston,1,MN,Polk 
997,997,Martin Luther Care Center,MN,Hennepin ,Ebenezer Care Center,2,MN,Hennepin 
998,998,Martin Luther Care Center,MN,Hennepin ,Minnesota Masonic Home Care Center,1,MN,Hennepin 
999,999,Martin Luther Care Center,MN,Hennepin ,Mn Veterans Home Minneapolis,1,MN,Hennepin 
1000,1000,Martin Luther Care Center,MN,Hennepin ,Ebenezer Ridges Geriatric Care Center,1,MN,Dakota 
1001,1001,Sleepy Eye Care Center,MN,Brown ,Divine Providence Community Home,2,MN,Brown 
1002,1002,Sleepy Eye Care Center,MN,Brown ,St John Lutheran Home,2,MN,Brown 
1003,1003,Sleepy Eye Care Center,MN,Brown ,Central Health Care,1,MN,Le Sueur 
1004,1004,Sleepy Eye Care Center,MN,Brown ,Oak Hills Living Center,1,MN,Brown 
1005,1005,Northfield Care Center,MN,Rice ,Redeemer Residence,1,MN,Hennepin 
1006,1006,Northfield Care Center,MN,Rice ,Auburn Home In Waconia,1,MN,Carver 
1007,1007,Northfield Care Center,MN,Rice ,Auburn Manor,1,MN,Carver 
1008,1008,Northfield Care Center,MN,Rice ,Elim Home,1,MN,Mille Lacs 
1009,1009,Thorne Crest Retirement Center,MN,Freeborn ,Good Samaritan Society - Albert Lea,1,MN,Freeborn 
1010,1010,Thorne Crest Retirement Center,MN,Freeborn ,St Marks Living,1,MN,Mower 
1011,1011,Thorne Crest Retirement Center,MN,Freeborn ,Regina Senior Living,1,MN,Dakota 
1012,1012,Interlude,MN,Hennepin ,Lake Minnetonka Shores,2,MN,Hennepin 
1013,1013,Interlude,MN,Hennepin ,Presbyterian Homes Of Arden Hills,2,MN,Ramsey 
1014,1014,Interlude,MN,Hennepin ,Aurora On France,1,MN,Hennepin 
1015,1015,Interlude,MN,Hennepin ,St Gertrudes Health and Rehabilitation Center,1,MN,Scott 
1016,1016,Hillcrest Care and Rehabilitation Center,MN,Blue Earth ,Caledonia Rehabilitation and Retirement Center,1,MN,Houston 
1017,1017,Hillcrest Care and Rehabilitation Center,MN,Blue Earth ,Oaklawn Care and Rehabilitation Center,1,MN,Blue Earth 
1018,1018,Hillcrest Care and Rehabilitation Center,MN,Blue Earth ,Mala Strana Care and Rehabilitation Center,1,MN,Scott 
1019,1019,Hillcrest Care and Rehabilitation Center,MN,Blue Earth ,The Emeralds at Faribault,1,MN,Rice 
1020,1020,Good Samaritan Society - International Falls,MN,Koochiching ,Littlefork Medical Center,1,MN,Koochiching 
1021,1021,Good Samaritan Society - International Falls,MN,Koochiching ,Essentia Health Virginia Care Cent,1,MN,St Louis 
1022,1022,Benedictine Living Community,MN,Nicollet ,Lake Winona Manor,1,MN,Winona 
1023,1023,Benedictine Living Community,MN,Nicollet ,Prairie Manor Care Center,1,MN,Steele 
1024,1024,Benedictine Living Community,MN,Nicollet ,Pathstone Living,1,MN,Blue Earth 
1026,1026,Havenwood Care Center,MN,Beltrami ,Neilson Place,2,MN,Beltrami 
1027,1027,Havenwood Care Center,MN,Beltrami ,Jourdain Perpich Ext Care Fac,1,MN,Beltrami 
1028,1028,Havenwood Care Center,MN,Beltrami ,Good Samaritan Society - Blackduck,1,MN,Beltrami 
1029,1029,Edenbrook Of Rochester,MN,Olmsted ,The Villa at Osseo,1,MN,Hennepin 
1030,1030,Edenbrook Of Rochester,MN,Olmsted ,Fairview Care Center,1,MN,Dodge 
1031,1031,Edenbrook Of Rochester,MN,Olmsted ,Field Crest Care Center,1,MN,Dodge 
1032,1032,Neilson Place,MN,Beltrami ,Havenwood Care Center,2,MN,Beltrami 
1033,1033,Neilson Place,MN,Beltrami ,Jourdain Perpich Ext Care Fac,2,MN,Beltrami 
1034,1034,Neilson Place,MN,Beltrami ,Good Samaritan Society - Blackduck,1,MN,Beltrami 
1035,1035,The Villa at St Louis Park,MN,Hennepin ,Lyngblomsten Care Center,1,MN,Ramsey 
1036,1036,The Villa at St Louis Park,MN,Hennepin ,Good Samaritan Ambassador,1,MN,Hennepin 
1037,1037,The Villa at St Louis Park,MN,Hennepin ,Benedictine Health Center Innsbruck,1,MN,Ramsey 
1038,1038,Good Samaritan Society - Stillwater,MN,Washington ,Park Health A Villa Center,1,MN,Hennepin 
1039,1039,Good Samaritan Society - Stillwater,MN,Washington ,Good Samaritan Society - Inver Grove Heights,1,MN,Dakota 
1040,1040,Good Samaritan Society - Stillwater,MN,Washington ,Good Samaritan Society - Specialty Care Community,1,MN,Hennepin 
1041,1041,Stewartville Care Center,MN,Olmsted ,Charter House,1,MN,Olmsted 
1042,1042,Stewartville Care Center,MN,Olmsted ,Pine Haven Care Center,1,MN,Goodhue 
1043,1043,The Estates at Lynnhurst,MN,Ramsey ,Capitol View Transitional Care Center,1,MN,Ramsey 
1044,1044,The Estates at Lynnhurst,MN,Ramsey ,Cerenity Care Center On Humboldt,1,MN,Ramsey 
1045,1045,The Estates at Lynnhurst,MN,Ramsey ,Galtier A Villa Center,1,MN,Ramsey 
1046,1046,Elim Home - Milaca,MN,Mille Lacs ,Elim Home,2,MN,Mille Lacs 
1047,1047,Elim Home - Milaca,MN,Mille Lacs ,The Gardens at Foley,1,MN,Benton 
1048,1048,Elim Home - Milaca,MN,Mille Lacs ,Guardian Angels Care Center,1,MN,Sherburne 
1049,1049,Pelican Valley Health Center,MN,Otter Tail ,Valley Care and Rehab,1,MN,Clay 
1050,1050,Pelican Valley Health Center,MN,Otter Tail ,Jourdain Perpich Ext Care Fac,1,MN,Beltrami 
1051,1051,New Harmony Care and Rehab Center,MN,Ramsey ,Capitol View Transitional Care Center,1,MN,Ramsey 
1052,1052,New Harmony Care and Rehab Center,MN,Ramsey ,Redeemer Residence,1,MN,Hennepin 
1053,1053,New Harmony Care and Rehab Center,MN,Ramsey ,Galtier A Villa Center,1,MN,Ramsey 
1054,1054,Augustana Chapel View Care Center,MN,Hennepin ,Texas Terrace A Villa Center,1,MN,Hennepin 
1055,1055,Augustana Chapel View Care Center,MN,Hennepin ,Sholom Home West,1,MN,Hennepin 
1056,1056,Avera Sunrise Manor,MN,Lincoln ,Avera Morningside Heights Care Center,2,MN,Lyon 
1057,1057,Avera Sunrise Manor,MN,Lincoln ,Divine Providence Health Center,1,MN,Lincoln 
1058,1058,Avera Sunrise Manor,MN,Lincoln ,Charter House,1,MN,Olmsted 
1059,1059,Good Samaritan Society - Maplewood,MN,Ramsey ,Woodbury Health Care Center,2,MN,Washington 
1060,1060,Good Samaritan Society - Maplewood,MN,Ramsey ,Minnesota Masonic Home Care Center,1,MN,Hennepin 
1061,1061,Good Samaritan Society - Maplewood,MN,Ramsey ,Woodlyn Heights Healthcare Center,1,MN,Dakota 
1062,1062,Samaritan Bethany Home On Eighth,MN,Olmsted ,Charter House,3,MN,Olmsted 
1063,1063,Samaritan Bethany Home On Eighth,MN,Olmsted ,Mayo Clinic Health System - Lake City,1,MN,Goodhue 
1064,1064,Samaritan Bethany Home On Eighth,MN,Olmsted ,Koda Living Community,1,MN,Steele 
1065,1065,Cerenity - Marian Of St Paul ,MN,Ramsey ,New Brighton A Villa Center,1,MN,Ramsey 
1066,1066,Cerenity - Marian Of St Paul ,MN,Ramsey ,Capitol View Transitional Care Center,1,MN,Ramsey 
1067,1067,Cerenity - Marian Of St Paul ,MN,Ramsey ,Mn Veterans Home Minneapolis,1,MN,Hennepin 
1068,1068,Mother Of Mercy Senior Living,MN,Stearns ,Centracare Health System - Melrose Pine Villa C C,2,MN,Stearns 
1069,1069,Mother Of Mercy Senior Living,MN,Stearns ,Centracare Health - Monticello,1,MN,Wright 
1070,1070,Mother Of Mercy Senior Living,MN,Stearns ,Glenwood Village Care Center,1,MN,Pope 
1071,1071,Spring Valley Care Center,MN,Fillmore ,Charter House,2,MN,Olmsted 
1073,1073,Spring Valley Care Center,MN,Fillmore ,Northfield Hospital Long Term Care Center,1,MN,Dakota 
1074,1074,Harmony River Living Center,MN,McLeod ,Glencoe Regional Health Services,3,MN,McLeod 
1075,1075,Harmony River Living Center,MN,McLeod ,Good Samaritan Society - Arlington,1,MN,Sibley 
1076,1076,Harmony River Living Center,MN,McLeod ,Mount Olivet Careview Home,1,MN,Hennepin 
1077,1077,Ostrander Care and Rehab,MN,Fillmore ,Caledonia Rehabilitation and Retirement Center,1,MN,Houston 
1078,1078,Ostrander Care and Rehab,MN,Fillmore ,St Marks Living,1,MN,Mower 
1079,1079,Ostrander Care and Rehab,MN,Fillmore ,Good Samaritan Society - Comforcare,1,MN,Mower 
1080,1080,Aurora On France,MN,Hennepin ,Centracare Health - Monticello,1,MN,Wright 
1081,1081,Aurora On France,MN,Hennepin ,Lake Minnetonka Shores,1,MN,Hennepin 
1082,1082,Aurora On France,MN,Hennepin ,Interlude,1,MN,Hennepin 
1084,1084,Sylvan Court,MN,Yellow Medicine ,Avera Morningside Heights Care Center,1,MN,Lyon 
1086,1086,Fairview Care Center,MN,Dodge ,Edenbrook Of Rochester,1,MN,Olmsted 
1087,1087,Fairview Care Center,MN,Dodge ,Field Crest Care Center,1,MN,Dodge 
1088,1088,Fairview Care Center,MN,Dodge ,Charter House,1,MN,Olmsted 
1089,1089,The Waterview Pines,MN,St Louis ,Essentia Health Northern Pines Medical Center,2,MN,St Louis 
1090,1090,The Waterview Pines,MN,St Louis ,Essentia Health Virginia Care Cent,1,MN,St Louis 
1091,1091,The Waterview Pines,MN,St Louis ,The Waterview Woods,1,MN,St Louis 
1092,1092,Centennial Gardens for Nursing and Rehabilitation,MN,Hennepin ,Victory Health and Rehabilitation Center,1,MN,Hennepin 
1093,1093,Centennial Gardens for Nursing and Rehabilitation,MN,Hennepin ,Augustana Health Care Center Of Minneapolis,1,MN,Hennepin 
1094,1094,Centennial Gardens for Nursing and Rehabilitation,MN,Hennepin ,Good Samaritan Society - Specialty Care Community,1,MN,Hennepin 
1095,1095,Good Samaritan Society - Waconia and Westview Acre,MN,Carver ,Good Samaritan Society - Arlington,1,MN,Sibley 
1096,1096,Good Samaritan Society - Waconia and Westview Acre,MN,Carver ,Lake Minnetonka Shores,1,MN,Hennepin 
1097,1097,Good Samaritan Society - Waconia and Westview Acre,MN,Carver ,Shakopee Friendship Manor,1,MN,Scott 
1098,1098,Pioneer Care Center,MN,Otter Tail ,Essentia Health Oak Crossing,1,MN,Becker 
1099,1099,Pioneer Care Center,MN,Otter Tail ,St Francis Home,1,MN,Wilkin 
1100,1100,Pioneer Care Center,MN,Otter Tail ,Viking Manor Nursing Home,1,MN,Clay 
1101,1101,Rochester Rehabilitation and Living Center,MN,Olmsted ,Charter House,2,MN,Olmsted 
1102,1102,Rochester Rehabilitation and Living Center,MN,Olmsted ,Madonna Towers Of Rochester,1,MN,Olmsted 
1103,1103,Rochester Rehabilitation and Living Center,MN,Olmsted ,Pine Haven Care Center,1,MN,Goodhue 
1104,1104,Essentia Health Northern Pines Medical Center,MN,St Louis ,Essentia Health Virginia Care Cent,2,MN,St Louis 
1105,1105,Essentia Health Northern Pines Medical Center,MN,St Louis ,The Waterview Pines,2,MN,St Louis 
1106,1106,Essentia Health Northern Pines Medical Center,MN,St Louis ,Essentia Health Fosston,1,MN,Polk 
1107,1107,Good Samaritan Society - Inver Grove Heights,MN,Dakota ,Good Samaritan Society - Stillwater,1,MN,Washington 
1108,1108,Good Samaritan Society - Inver Grove Heights,MN,Dakota ,Park Health A Villa Center,1,MN,Hennepin 
1109,1109,Good Samaritan Society - Inver Grove Heights,MN,Dakota ,Good Samaritan Society - Specialty Care Community,1,MN,Hennepin 
1110,1110,Walker Methodist Westwood Ridge Ii,MN,Dakota ,North Ridge Health and Rehab,1,MN,Hennepin 
1111,1111,Walker Methodist Westwood Ridge Ii,MN,Dakota ,Cerenity Care Center On Humboldt,1,MN,Ramsey 
1112,1112,Walker Methodist Westwood Ridge Ii,MN,Dakota ,Folkestone,1,MN,Hennepin 
1113,1113,Ecumen North Branch,MN,Chisago ,Meadows On Fairview,2,MN,Chisago 
1114,1114,Ecumen North Branch,MN,Chisago ,Sandstone Health Care Center,1,MN,Pine 
1115,1115,Ecumen North Branch,MN,Chisago ,Parmly On The Lake,1,MN,Chisago 
1116,1116,Viking Manor Nursing Home,MN,Clay ,Pioneer Care Center,1,MN,Otter Tail 
1119,1119,The Estates at Linden,MN,Washington ,The Estates at Roseville,1,MN,Ramsey 
1120,1120,The Estates at Linden,MN,Washington ,The Emeralds at St Paul,1,MN,Ramsey 
1121,1121,Good Samaritan Society - Arlington,MN,Sibley ,Harmony River Living Center,1,MN,McLeod 
1122,1122,Good Samaritan Society - Arlington,MN,Sibley ,Good Samaritan Society - Waconia and Westview Acre,1,MN,Carver 
1123,1123,Essentia Health Oak Crossing,MN,Becker ,Essentia Health Fosston,1,MN,Polk 
1124,1124,Essentia Health Oak Crossing,MN,Becker ,Pioneer Care Center,1,MN,Otter Tail 
1125,1125,Andrew Residence,MN,Hennepin ,Augustana Health Care Center Of Minneapolis,2,MN,Hennepin 
1126,1126,Andrew Residence,MN,Hennepin ,Sholom Home West,1,MN,Hennepin 
1127,1127,St Francis Home,MN,Wilkin ,Pioneer Care Center,1,MN,Otter Tail 
1128,1128,St Johns Lutheran Home,MN,Freeborn ,St Johns On Fountain Lake,3,MN,Freeborn 
1129,1129,St Johns Lutheran Home,MN,Freeborn ,Charter House,1,MN,Olmsted 
1130,1130,Mission Nursing Home,MN,Hennepin ,Jones Harrison Residence,1,MN,Hennepin 
1131,1131,Mission Nursing Home,MN,Hennepin ,Courage Kenny Rehabilitation Institutes Trp,1,MN,Hennepin 
1132,1132,Thief River Care Center,MN,Pennington ,Oakland Park Communities,1,MN,Pennington 
1134,1134,Rochester East Health Services,MN,Olmsted ,Charter House,2,MN,Olmsted 
1135,1135,Rochester East Health Services,MN,Olmsted ,Rochester Health Services West,1,MN,Olmsted 
1136,1136,Lifecare Roseau Manor,MN,Roseau ,Riverview Hospital and Nursing Home,1,MN,Polk 
1138,1138,Good Samaritan Society - Bethany,MN,Crow Wing ,Good Samaritan Society - Pine River,1,MN,Cass 
1139,1139,Good Samaritan Society - Bethany,MN,Crow Wing ,Cuyuna Regional Medical Center,1,MN,Crow Wing 
1140,1140,Mille Lacs Health System,MN,Mille Lacs ,Sunnyside Health Care Center,3,MN,Carlton 
1141,1141,Mille Lacs Health System,MN,Mille Lacs ,Centracare Health - Monticello,1,MN,Wright 
1142,1142,Mapleton Community Home,MN,Blue Earth ,Laurels Peak Care and Rehabilitation Center,1,MN,Blue Earth 
1143,1143,Mapleton Community Home,MN,Blue Earth ,St Lukes Lutheran Care Center,1,MN,Faribault 
1144,1144,Cerenity Care Center - White Bear Lake,MN,Ramsey ,Capitol View Transitional Care Center,1,MN,Ramsey 
1145,1145,Cerenity Care Center - White Bear Lake,MN,Ramsey ,Galtier A Villa Center,1,MN,Ramsey 
1146,1146,Kenyon Sunset Home,MN,Goodhue ,Charter House,1,MN,Olmsted 
1147,1147,Kenyon Sunset Home,MN,Goodhue ,Madonna Towers Of Rochester,1,MN,Olmsted 
